Flaschen_ID,y_hat
368,43.188366389387376
369,41.01399783344059
370,41.47065041699998
371,18.166984853892618
372,17.152386742229556
373,18.23410309835346
374,18.729809621685522
375,17.73339533504681
376,18.077267610483876
377,18.504638737807078
378,18.47498833138508
379,18.19036749233927
380,18.89814187954624
381,18.33287119325866
382,18.79357679200328
383,19.189871223485138
384,18.21679940890996
385,17.505889637273597
386,18.69202662672271
387,17.773154975403667
388,18.928183064904168
389,18.6066913293926
390,16.293344626802494
391,18.708595149548426
392,17.59255533711973
393,18.323681187104206
394,18.393279558557325
395,18.043026997211978
396,42.30610236894056
397,41.777782869817564
398,42.467762574656625
399,42.093428001316596
400,42.70671079716106
401,42.012681525934
402,42.40280568245739
403,41.601590624939085
404,41.19406651597624
405,42.863680915750614
406,42.40643696299888
407,43.51308689454368
408,41.64295438363899
409,41.92039752590533
410,41.344858476917146
411,43.88598269779752
412,40.8361893633434
413,42.49616571575083
414,40.96908130432441
415,41.78191377386291
416,42.78800731809833
417,18.471477505887915
418,19.477304766051613
419,18.950294576867506
420,19.83423682802275
421,20.078277289983333
422,18.319998058218765
423,19.92294505819707
424,19.32320268363492
425,19.29513232376241
426,19.820575623468294
427,18.781511414769437
428,20.087573423149514
429,18.85852442925529
430,19.07264412249404
431,17.97546480457973
432,19.42967350771654
433,19.146962739215866
434,18.10401703251939
435,18.642906999339495
436,18.924853992080404
437,19.460703453746188
438,18.33270510626699
439,41.592808400664545
440,41.68502813241178
441,40.824608012468914
469,43.12921139802288
470,42.76164389765846
471,42.06107363578455
472,40.73378674407451
473,43.27885651553523
474,42.249685455331324
475,43.7168903729817
476,41.91386025516514
477,42.062591979491565
478,42.81154120767943
479,42.65027657442432
480,42.003164019789
481,42.84382503042834
482,42.37949629134792
483,42.192110780468134
484,41.91762904568305
485,41.89047834401031
486,40.85728720178552
487,42.164586859853905
488,41.53466669082829
489,18.88616909000561
490,19.627850218962024
491,19.290991559838925
492,19.324798329208335
493,19.266125480808352
494,19.309305200683443
495,19.40049295313957
496,19.299013304827255
497,19.063805799865797
498,18.90679229541735
499,19.712662058783224
500,19.14729164324056
501,19.768673436295483
502,19.925176566971743
503,19.64335422735475
504,19.288730324398387
505,20.319290543333288
506,20.314001060232773
507,19.17236331563755
508,20.02125101609963
509,19.188979814417227
510,19.952739751113167
511,18.70598871146586
512,18.874903055530712
513,19.699843441597547
514,18.982848825637493
515,18.974196494956267
516,18.666434739221405
517,-4.814167656896645
518,-4.768092252393325
519,-4.496056694300262
520,-4.867193273079874
521,-3.8976280452797094
522,18.37714873627595
523,18.424007474364217
524,16.884424510440276
525,18.880420989904806
526,19.22397012164015
527,18.042560632868728
528,17.367995179130588
529,17.816187518452452
530,18.065379445629866
531,18.4355540516632
532,17.930831501075986
533,19.03215279472409
534,18.549590996616146
535,18.99289436467859
536,18.26260795078947
537,19.251912886981895
538,18.310874409590085
539,18.00090659120213
540,19.15084628675323
541,18.269173288359518
542,18.216555168764593
543,19.056782134332273
544,17.917725027569798
545,18.01283284131622
546,18.172934015494008
547,18.586595617945026
548,18.676110634981587
549,19.288853491300657
550,17.679766997958236
551,42.21385851958282
552,42.31313706574709
553,42.07028804252308
554,41.93794900548943
555,41.798895691732206
556,42.86193860562576
557,42.300757090092596
558,43.20330529879113
559,42.865121614373486
560,42.43478139802124
561,42.43972168348598
562,42.10528556682787
563,43.270208441533455
564,42.94642744712345
565,42.23157780151546
566,42.22353530705373
567,42.4343850599551
568,43.18415124428751
569,42.686930009366215
570,41.83140962866114
571,42.84005874541177
572,18.623974893449578
573,20.293401583093047
574,20.325780195950383
575,19.808643260774524
576,17.990513143387794
577,18.300037511476873
578,20.026283256687556
579,18.86194938810403
580,19.94605125126725
581,19.70725039857912
582,18.195378356455244
583,18.437836817447607
584,18.976857793972535
585,19.277794544515015
586,19.31424355645326
587,20.13354179231859
588,18.81907312140123
589,19.552190094248456
590,19.6159933473568
591,19.741967376548846
592,18.60800213922134
593,19.312066131529125
594,42.01075652665698
595,42.50736842081825
596,43.849859070750426
597,41.5749879401048
598,42.89108216380303
599,18.433298383190976
600,17.79710568991329
601,18.732525334056326
602,17.844455478198405
603,19.417518538359154
604,17.16765202693054
605,18.32436162806509
606,18.573323468737513
607,18.59550063624382
608,18.034125741458293
609,18.542793434779565
610,19.086985866444536
611,18.3661303030218
612,17.830483534663323
613,18.040142787258436
614,18.45150023596134
615,18.899191528529308
616,18.533083006464015
617,18.1768350683087
618,18.313074258056826
619,18.113568835885456
620,17.637341382438873
621,19.69828170209492
622,18.69478138271927
623,19.40358872575425
624,41.74483468848905
625,41.75441836316212
626,41.61819638228159
627,41.86944894441638
628,42.03881915377115
629,42.06588078636444
630,41.73231607357424
631,41.7951209099355
632,41.53179208840466
633,41.03720690901853
634,41.22000797077221
635,41.703927570356264
636,42.36449817569995
637,43.06081269984747
638,41.326340385269084
639,42.81168754244643
640,41.90828110983316
641,40.85212970089207
